	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann	estimate
4606	13129	13	129	Gordon County, Georgia	5151	Radio and television broadcasting	51	2.0	19.89556135770235	603.5522193211481	yes
4607	13129	13	129	Gordon County, Georgia	5179	Other telecommunications	51	1.0	10.34535104364326	508.00379506641343	yes
4608	13129	13	129	Gordon County, Georgia	5182	Data processing, hosting, and related services	51	1.0	53.56561085972856	3225.0542986425316	yes
4609	13129	13	129	Gordon County, Georgia	5231	Securities and commodity contracts intermediation and brokerage	52	2.2	21.33825857519789	1808.009146877743	yes
4610	13129	13	129	Gordon County, Georgia	5321	Automotive equipment rental and leasing	53	2.0	24.086145010768156	327.7473079684123	yes
4611	13129	13	129	Gordon County, Georgia	5323	General rental centers	53	1.0	6.827838827838829	227.93772893772893	yes
4612	13129	13	129	Gordon County, Georgia	5324	Commercial and industrial machinery and equipment rental and leasing	53	2.0	19.76729559748427	685.8238993710703	yes
4613	13129	13	129	Gordon County, Georgia	5413	Architectural, engineering, and related services	54	3.8	145.50049504950508	9131.635148514848	yes
4614	13129	13	129	Gordon County, Georgia	5414	Specialized design services	54	1.8	14.708759124087553	502.83065693430547	yes
4615	13129	13	129	Gordon County, Georgia	5417	Scientific research and development services	54	1.0	43.57159487776485	2883.0621653084986	yes
4616	13129	13	129	Gordon County, Georgia	5611	Office administrative services	56	1.5	37.74012056262553	1226.2906898861195	yes
4617	13129	13	129	Gordon County, Georgia	5615	Travel arrangement and reservation services	56	1.0	28.32229965156794	1543.557491289198	yes
4618	13129	13	129	Gordon County, Georgia	5616	Investigation and security services	56	1.2	31.956164383561493	769.7095890410945	yes
4619	13129	13	129	Gordon County, Georgia	5619	Other support services	56	1.0	21.546810273405136	392.21582435791197	yes
4620	13129	13	129	Gordon County, Georgia	5622	Waste treatment and disposal	56	1.0	10.84674329501916	403.9808429118775	yes
4621	13129	13	129	Gordon County, Georgia	5629	Remediation and other waste management services	56	1.0	13.414710485133018	528.3255086071986	yes
4622	13129	13	129	Gordon County, Georgia	6115	Technical and trade schools	61	1.0	16.563270603504222	700.0726800778712	yes
4623	13129	13	129	Gordon County, Georgia	6117	Educational support services	61	1.0	7.89119461581604	274.83679192372415	yes
4624	13129	13	129	Gordon County, Georgia	6219	Other ambulatory health care services	62	1.4	66.36897837434753	2135.951081282625	yes
4625	13129	13	129	Gordon County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
4626	13129	13	129	Gordon County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	1.0	29.460975174138227	518.6292195034815	yes
4627	13129	13	129	Gordon County, Georgia	6242	Community food and housing, and emergency and other relief services	62	2.0	46.410347903657446	1287.8697591436216	yes
4628	13129	13	129	Gordon County, Georgia	7113	Promoters of performing arts, sports, and similar events	71	1.0	17.757884028484234	719.7355035605291	yes
4629	13129	13	129	Gordon County, Georgia	7115	Independent artists, writers, and performers	71	1.0	0.215002953337269	80.94506792675725	yes
4630	13129	13	129	Gordon County, Georgia	7212	RV (recreational vehicle) parks and recreational camps	72	1.0	10.31849315068493	344.6267123287671	yes
4631	13129	13	129	Gordon County, Georgia	7223	Special food services	72	1.8	72.35853459972859	1184.1723744911828	yes
4632	13129	13	129	Gordon County, Georgia	7224	Drinking places (alcoholic beverages)	72	1.0	8.929551692589204	86.58371454711833	yes
4633	13129	13	129	Gordon County, Georgia	8112	Electronic and precision equipment repair and maintenance	81	1.0	10.198547215496367	387.5714285714288	yes
4634	13129	13	129	Gordon County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	1.6	29.80779220779217	1026.4302243211328	yes
4635	13129	13	129	Gordon County, Georgia	8114	Personal and household goods repair and maintenance	81	1.6	10.454581673306759	148.43227091633477	yes
4636	13129	13	129	Gordon County, Georgia	8122	Death care services	81	2.0	30.647828362114062	668.3830455259035	yes
4637	13131	13	131	Grady County, Georgia	1142	Hunting and trapping	11	1.0	5.276315789473684	116.13157894736841	yes
4638	13131	13	131	Grady County, Georgia	2211	Electric power generation, transmission and distribution	22	1.0	48.579029733959324	4287.295774647888	yes
4639	13131	13	131	Grady County, Georgia	2371	Utility system construction	23	1.2	54.75419178082191	3078.5779726027386	yes
4640	13131	13	131	Grady County, Georgia	2373	Highway, street, and bridge construction	23	2.0	79.58087753765555	4102.318271119842	yes
4641	13131	13	131	Grady County, Georgia	2383	Building finishing contractors	23	1.2	16.961419068736216	359.98226164079813	yes
4642	13131	13	131	Grady County, Georgia	3121	Beverage manufacturing	31	1.25	30.965589887640434	1942.1014747191007	yes
4643	13131	13	131	Grady County, Georgia	3149	Other textile product mills	31	1.0	51.18577244482537	1920.141418470109	yes
4644	13131	13	131	Grady County, Georgia	3211	Sawmills and wood preservation	32	1.6	65.13835573616755	2886.938168177555	yes
4645	13131	13	131	Grady County, Georgia	3219	Other wood product manufacturing	32	1.0	36.27224112785609	1144.5192027224114	yes
4646	13131	13	131	Grady County, Georgia	3231	Printing and related support activities	32	1.0	40.078282828282816	1616.8232323232332	yes
4647	13131	13	131	Grady County, Georgia	3253	Pesticide, fertilizer, and other agricultural chemical manufacturing	32	1.0	33.63243243243244	1743.027027027027	yes
4648	13131	13	131	Grady County, Georgia	3261	Plastics product manufacturing	32	1.8	137.91425187524678	5695.224161073826	yes
4649	13131	13	131	Grady County, Georgia	3273	Cement and concrete product manufacturing	32	1.0	22.128691983122355	768.0189873417719	yes
4650	13131	13	131	Grady County, Georgia	3329	Other fabricated metal product manufacturing	33	1.0	48.556872635561156	2190.6794451450187	yes
4651	13131	13	131	Grady County, Georgia	3339	Other general purpose machinery manufacturing	33	1.0	49.37856592135698	2539.9321511179646	yes
4652	13131	13	131	Grady County, Georgia	3359	Other electrical equipment and component manufacturing	33	1.0	114.53645833333333	5813.598958333334	yes
4653	13131	13	131	Grady County, Georgia	3363	Motor vehicle parts manufacturing	33	1.0	101.59363776295535	4858.399179066188	yes
4654	13131	13	131	Grady County, Georgia	3399	Other miscellaneous manufacturing	33	1.0	29.12463199214916	1197.5583905789988	yes
4655	13131	13	131	Grady County, Georgia	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	1.8	37.54145933514539	1172.2211164541095	yes
4656	13131	13	131	Grady County, Georgia	4233	Lumber and other construction materials merchant wholesalers	42	1.0	15.49920327794218	719.5219667653083	yes
4657	13131	13	131	Grady County, Georgia	4235	Metal and mineral (except petroleum) merchant wholesalers	42	1.0	26.106617647058826	1245.7499999999995	yes
4658	13131	13	131	Grady County, Georgia	4237	Hardware, plumbing and heating equipment and supplies merchant wholesalers	42	1.0	24.431561996779383	1229.8711755233473	yes
4659	13131	13	131	Grady County, Georgia	4239	Miscellaneous durable goods merchant wholesalers	42	2.2	46.64823529411767	1731.2399999999996	yes
4660	13131	13	131	Grady County, Georgia	4243	Apparel, piece goods, and notions merchant wholesalers	42	1.2	22.974305191400095	911.0737283691664	yes
4661	13131	13	131	Grady County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	1.0	15.056043429666296	886.7488424077916	yes
4662	13131	13	131	Grady County, Georgia	4251	Wholesale electronic markets and agents and brokers	42	1.4	38.292490118577106	705.3438735177848	yes
4663	13131	13	131	Grady County, Georgia	4412	Other motor vehicle dealers	44	1.4	17.64223602484471	486.01118012422324	yes
4664	13131	13	131	Grady County, Georgia	4421	Furniture stores	44	1.0	13.260309278350492	258.02835051546396	yes
4665	13131	13	131	Grady County, Georgia	4422	Home furnishings stores	44	1.2	12.563941526800168	295.4884677855973	yes
4666	13131	13	131	Grady County, Georgia	4442	Lawn and garden equipment and supplies stores	44	2.2	25.79293862031503	489.55915263443757	yes
4667	13131	13	131	Grady County, Georgia	4452	Specialty food stores	44	1.6	12.488283796740161	178.7901054650048	yes
4668	13131	13	131	Grady County, Georgia	4482	Shoe stores	44	1.0	12.671428571428594	127.92142857142841	yes
4669	13131	13	131	Grady County, Georgia	4483	Jewelry, luggage, and leather goods stores	44	1.0	7.864406779661012	149.21751412429344	yes
4670	13131	13	131	Grady County, Georgia	4511	Sporting goods, hobby, and musical instrument stores	45	1.0	15.025954842793828	216.59759442920418	yes
4671	13131	13	131	Grady County, Georgia	4529	Other general merchandise stores	45	7.2	694.2660287081347	12792.892822966534	yes
4672	13131	13	131	Grady County, Georgia	4531	Florists	45	1.0	4.639241474231535	48.97079064077075	yes
4673	13131	13	131	Grady County, Georgia	4532	Office supplies, stationery, and gift stores	45	1.0	12.830601092896163	168.47775175644028	yes
4674	13131	13	131	Grady County, Georgia	4533	Used merchandise stores	45	1.0	11.938265034592836	159.99361362426822	yes
4675	13131	13	131	Grady County, Georgia	4539	Other miscellaneous store retailers	45	1.0	17.306583373378153	199.63839500240246	yes
4676	13131	13	131	Grady County, Georgia	4541	Electronic shopping and mail-order houses	45	1.5	38.14269051321937	1038.3767496111986	yes
4677	13131	13	131	Grady County, Georgia	4884	Support activities for road transportation	48	1.0	15.212527964205815	440.6017897091724	yes
4678	13131	13	131	Grady County, Georgia	4921	Couriers and express delivery services	49	1.0	29.931766489764954	1606.3487490523125	yes
4679	13131	13	131	Grady County, Georgia	4931	Warehousing and storage	49	1.0	107.02842377260983	4014.9061154177434	yes
4680	13131	13	131	Grady County, Georgia	5111	Newspaper, periodical, book, and directory publishers	51	1.0	16.90997229916898	615.5581717451514	yes
4681	13131	13	131	Grady County, Georgia	5151	Radio and television broadcasting	51	1.0	9.947780678851174	301.77610966057404	yes
4682	13131	13	131	Grady County, Georgia	5171	Wired telecommunications carriers	51	1.4	31.478523140925557	2002.8241289651603	yes
4683	13131	13	131	Grady County, Georgia	5223	Activities related to credit intermediation	52	2.0	118.96343402225753	10842.734499205082	yes
4684	13131	13	131	Grady County, Georgia	5231	Securities and commodity contracts intermediation and brokerage	52	1.0	9.699208443271768	821.8223394898831	yes
4685	13131	13	131	Grady County, Georgia	5241	Insurance carriers	52	1.0	89.8803301237964	5613.973865199448	yes
4686	13131	13	131	Grady County, Georgia	5322	Consumer goods rental	53	1.2	21.6850812407681	386.0348596750383	yes
4687	13131	13	131	Grady County, Georgia	5323	General rental centers	53	1.6	10.924542124542127	364.7003663003663	yes
4688	13131	13	131	Grady County, Georgia	5413	Architectural, engineering, and related services	54	2.0	76.57920792079216	4806.123762376235	yes
4689	13131	13	131	Grady County, Georgia	5414	Specialized design services	54	1.2	9.805839416058367	335.22043795620357	yes
4690	13131	13	131	Grady County, Georgia	5415	Computer systems design and related services	54	1.6	100.44393184796814	6354.344429881998	yes
4691	13131	13	131	Grady County, Georgia	5417	Scientific research and development services	54	1.0	43.57159487776485	2883.0621653084986	yes
4692	13131	13	131	Grady County, Georgia	5419	Other professional, scientific, and technical services	54	2.0	31.69457221711131	901.0929162833481	yes
4693	13131	13	131	Grady County, Georgia	5511	Management of companies and enterprises	55	1.0	60.36865896534475	4546.340532395755	yes
4694	13131	13	131	Grady County, Georgia	5619	Other support services	56	1.0	21.546810273405136	392.21582435791197	yes
4695	13131	13	131	Grady County, Georgia	5622	Waste treatment and disposal	56	1.8	19.52413793103449	727.1655172413796	yes
4696	13131	13	131	Grady County, Georgia	6215	Medical and diagnostic laboratories	62	1.0	39.63959390862947	1926.068527918781	yes
4697	13131	13	131	Grady County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
4698	13131	13	131	Grady County, Georgia	6231	Nursing care facilities (skilled nursing facilities)	62	1.0	80.91315417256011	2048.1719943422913	yes
4699	13131	13	131	Grady County, Georgia	6232	Residential intellectual and developmental disability, mental health, and substance abuse facilities	62	1.0	11.553064699205441	257.1938138479	yes
4700	13131	13	131	Grady County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	2.6	76.59853545275939	1348.4359707090518	yes
4701	13131	13	131	Grady County, Georgia	6242	Community food and housing, and emergency and other relief services	62	1.0	23.205173951828723	643.9348795718108	yes
4702	13131	13	131	Grady County, Georgia	6243	Vocational rehabilitation services	62	1.0	32.37075471698113	537.6094339622641	yes
4703	13131	13	131	Grady County, Georgia	7121	Museums, historical sites, and similar institutions	71	3.0	46.71951219512195	870.5853658536602	yes
4704	13131	13	131	Grady County, Georgia	7223	Special food services	72	1.2	48.23902306648572	789.4482496607884	yes
4705	13131	13	131	Grady County, Georgia	8122	Death care services	81	1.0	15.323914181057031	334.19152276295176	yes
4706	13131	13	131	Grady County, Georgia	8123	Drycleaning and laundry services	81	1.0	17.64669206789056	379.43609282992713	yes
4707	13131	13	131	Grady County, Georgia	8129	Other personal services	81	1.3333333333333333	20.127141155995226	120.76467894110023	yes
4708	13131	13	131	Grady County, Georgia	8132	Grantmaking and giving services	81	1.0	8.07507507507505	287.44444444444423	yes
4709	13131	13	131	Grady County, Georgia	8133	Social advocacy organizations	81	1.0	8.048749198203971	173.06991661321385	yes
4710	13131	13	131	Grady County, Georgia	8139	Business, professional, labor, political, and similar organizations	81	1.2	12.288543140028247	195.03253182460972	yes
4711	13133	13	133	Greene County, Georgia	1151	Support activities for crop production	11	1.0	19.08388814913449	669.4567243675101	yes
4712	13133	13	133	Greene County, Georgia	1153	Support activities for forestry	11	1.4	10.580985770261906	437.3266240461949	yes
4713	13133	13	133	Greene County, Georgia	2123	Nonmetallic mineral mining and quarrying	21	2.0	65.7692716640085	3903.0388091440723	yes
4714	13133	13	133	Greene County, Georgia	2211	Electric power generation, transmission and distribution	22	2.0	97.15805946791865	8574.591549295776	yes
4715	13133	13	133	Greene County, Georgia	2213	Water, sewage and other systems	22	1.0	10.357600465928948	449.37798485730923	yes
4716	13133	13	133	Greene County, Georgia	2362	Nonresidential building construction	23	1.4	55.33152709359599	2590.1571428571438	yes
